state,date,death,hospitalized,positive
MI,2020-09-14,6921,,124287
MN,2020-09-14,1974,6954,84949
MO,2020-09-14,1714,,104079
MP,2020-09-14,2,4,61
MS,2020-09-14,2706,5499,90018
MT,2020-09-14,138,531,9107
NC,2020-09-14,3060,,185781
ND,2020-09-14,173,646,15801
NE,2020-09-14,434,2139,38335
NH,2020-09-14,436,721,7714
NJ,2020-09-14,16030,22965,201051
NM,2020-09-14,823,3274,26842
NV,2020-09-14,1456,,73814
NY,2020-09-14,25394,,444948
OH,2020-09-14,4419,14378,138484
OK,2020-09-14,905,5466,70223
OR,2020-09-14,509,2235,29337
PA,2020-09-14,7869,,145063
PR,2020-09-14,542,,17977
RI,2020-09-14,1075,2644,23130
SC,2020-09-14,3077,8448,132680
SD,2020-09-14,184,1171,16801
TN,2020-09-14,2097,7766,174274
TX,2020-09-14,14211,,663404
UT,2020-09-14,436,3338,58438
VA,2020-09-14,2743,10293,134571
VI,2020-09-14,19,,1221
VT,2020-09-14,58,,1695
WA,2020-09-14,2006,7098,82327
WI,2020-09-14,1218,6350,95497
WV,2020-09-14,275,,12820
WY,2020-09-14,46,230,4392
AK,2020-09-13,44,272,6275
AL,2020-09-13,2351,15527,138755
AR,2020-09-13,981,4719,70219
AS,2020-09-13,0,,0
AZ,2020-09-13,5322,21773,208512
CA,2020-09-13,14329,,754923
CO,2020-09-13,1988,7227,61324
CT,2020-09-13,4480,11357,54326
DC,2020-09-13,616,,14592
DE,2020-09-13,615,,18849
FL,2020-09-13,12764,41769,656485
GA,2020-09-13,6333,26369,294314
GU,2020-09-13,26,,1891
HI,2020-09-13,97,635,10722
IA,2020-09-13,1218,,72490
ID,2020-09-13,415,1596,35167
IL,2020-09-13,8541,,263466
IN,2020-09-13,3438,11749,105804
KS,2020-09-13,511,2537,48386
KY,2020-09-13,1060,4886,56945
LA,2020-09-13,5235,,158390
MA,2020-09-13,9210,12431,124826
MD,2020-09-13,3838,14851,116110
ME,2020-09-13,136,431,4863
MI,2020-09-13,6911,,123058
MN,2020-09-13,1971,6931,84311
MO,2020-09-13,1705,,102747
MP,2020-09-13,2,4,60
MS,2020-09-13,2697,5410,89874
MT,2020-09-13,135,525,9021
NC,2020-09-13,3052,,184936
ND,2020-09-13,171,643,15549
NE,2020-09-13,434,2137,38108
NH,2020-09-13,436,721,7696
NJ,2020-09-13,16026,22963,200683
NM,2020-09-13,823,3267,26761
NV,2020-09-13,1452,,73537
NY,2020-09-13,25390,,444365
OH,2020-09-13,4415,14314,137405
OK,2020-09-13,905,5451,69354
OR,2020-09-13,505,2235,29156
PA,2020-09-13,7837,,143881
PR,2020-09-13,539,,17769
RI,2020-09-13,1075,2644,23098
SC,2020-09-13,3064,8426,131864
SD,2020-09-13,184,1165,16638
TN,2020-09-13,2078,7710,171824
TX,2020-09-13,14190,,659434
UT,2020-09-13,433,3326,57875
VA,2020-09-13,2724,10244,133814
VI,2020-09-13,19,,1220
VT,2020-09-13,58,,1684
WA,2020-09-13,1991,7081,82088
WI,2020-09-13,1218,6332,94679
WV,2020-09-13,266,,12699
WY,2020-09-13,42,228,4346
AK,2020-09-12,44,271,6214
AL,2020-09-12,2350,15527,137646
AR,2020-09-12,969,4678,69710
AS,2020-09-12,0,,0
AZ,2020-09-12,5315,21773,208128
CA,2020-09-12,14251,,750298
CO,2020-09-12,1988,7223,60907
CT,2020-09-12,4480,11357,54326
DC,2020-09-12,616,,14552
DE,2020-09-12,613,,18726
FL,2020-09-12,12756,41687,654090
GA,2020-09-12,6287,26327,292905
GU,2020-09-12,25,,1891
HI,2020-09-12,96,622,10593
IA,2020-09-12,1217,,71706
ID,2020-09-12,412,1569,34950
IL,2020-09-12,8527,,262004
IN,2020-09-12,3437,11710,104561
KS,2020-09-12,511,2537,48386
KY,2020-09-12,1057,4886,56415
LA,2020-09-12,5202,,157109
MA,2020-09-12,9196,12426,124540
MD,2020-09-12,3836,14796,115533
ME,2020-09-12,135,431,4834
MI,2020-09-12,6911,,123058
MN,2020-09-12,1958,6899,83588
MO,2020-09-12,1704,,101134
MP,2020-09-12,2,4,60
MS,2020-09-12,2685,5410,89620
MT,2020-09-12,133,521,8925
NC,2020-09-12,3047,,183740
ND,2020-09-12,170,634,15120
NE,2020-09-12,434,2131,37841
NH,2020-09-12,435,721,7652
NJ,2020-09-12,16021,22950,200359
NM,2020-09-12,821,3263,26661
NV,2020-09-12,1449,,73220
NY,2020-09-12,25384,,443640
OH,2020-09-12,4411,14284,136568
OK,2020-09-12,899,5424,68659
OR,2020-09-12,499,2235,28865
PA,2020-09-12,7837,,143805
PR,2020-09-12,535,,17598
RI,2020-09-12,1072,2639,22999
SC,2020-09-12,3040,8402,129978
SD,2020-09-12,183,1152,16437
TN,2020-09-12,2064,7679,170891
TX,2020-09-12,14143,,657589
UT,2020-09-12,433,3311,57247
VA,2020-09-12,2722,10218,132940
VI,2020-09-12,19,,1211
VT,2020-09-12,58,,1677
WA,2020-09-12,1991,7048,81610
WI,2020-09-12,1217,6309,93055
WV,2020-09-12,265,,12521
WY,2020-09-12,42,287,4297
AK,2020-09-11,43,270,6111
AL,2020-09-11,2333,15527,136703
AR,2020-09-11,953,4678,68983
AS,2020-09-11,0,,0
AZ,2020-09-11,5288,21747,207523
CA,2020-09-11,14089,,746191
CO,2020-09-11,1985,7208,60492
CT,2020-09-11,4480,11357,54326
DC,2020-09-11,616,,14493
DE,2020-09-11,613,,18466
FL,2020-09-11,12658,41494,650922
GA,2020-09-11,6246,26163,290781
GU,2020-09-11,23,,1863
HI,2020-09-11,94,610,10423
IA,2020-09-11,1211,,71133
ID,2020-09-11,407,1551,34617
IL,2020-09-11,8505,,259883
IN,2020-09-11,3420,11651,103505
KS,2020-09-11,511,2537,48386
KY,2020-09-11,1044,4862,55704
LA,2020-09-11,5202,,157109
MA,2020-09-11,9180,12411,123986
MD,2020-09-11,3828,14756,114724
ME,2020-09-11,134,432,4792
MI,2020-09-11,6900,,122251
MN,2020-09-11,1949,6863,82716
MO,2020-09-11,1701,,99160
MP,2020-09-11,2,4,59
MS,2020-09-11,2670,5410,89175
MT,2020-09-11,131,518,8785
NC,2020-09-11,3023,,182286
ND,2020-09-11,163,630,14654
NE,2020-09-11,430,2119,37373
NH,2020-09-11,434,720,7620
NJ,2020-09-11,16017,22918,199855
NM,2020-09-11,818,3247,26563
NV,2020-09-11,1439,,72806
NY,2020-09-11,25382,,442791
OH,2020-09-11,4403,14236,135326
OK,2020-09-11,888,5369,67642
OR,2020-09-11,497,2222,28654
PA,2020-09-11,7837,,142885
PR,2020-09-11,523,,17357
RI,2020-09-11,1071,2620,22905
SC,2020-09-11,3028,8353,129046
SD,2020-09-11,177,1138,16117
TN,2020-09-11,2025,7624,169859
TX,2020-09-11,13997,,653356
UT,2020-09-11,431,3288,56675
VA,2020-09-11,2711,10155,131640
VI,2020-09-11,18,,1201
VT,2020-09-11,58,,1668
WA,2020-09-11,1991,7018,81135
WI,2020-09-11,1205,6263,91625
WV,2020-09-11,263,,12174
WY,2020-09-11,42,227,4264
AK,2020-09-10,42,270,6022
AL,2020-09-10,2301,15339,135565
AR,2020-09-10,940,4606,67803
AS,2020-09-10,0,,0
AZ,2020-09-10,5273,21611,207002
CA,2020-09-10,13978,,742865
CO,2020-09-10,1979,7186,60185
CT,2020-09-10,4478,11357,54093
DC,2020-09-10,616,,14412
DE,2020-09-10,613,,18466
FL,2020-09-10,12482,41279,647318
GA,2020-09-10,6204,26062,289123
GU,2020-09-10,21,,1846
HI,2020-09-10,91,604,10254
IA,2020-09-10,1207,,70405
ID,2020-09-10,406,1536,34310
IL,2020-09-10,8461,,257571
IN,2020-09-10,3410,11591,102243
KS,2020-09-10,495,2470,47410
KY,2020-09-10,1035,4835,54772
LA,2020-09-10,5161,,156354
MA,2020-09-10,9166,12401,123546
MD,2020-09-10,3824,14706,114078
ME,2020-09-10,134,431,4760
MI,2020-09-10,6894,,120846
MN,2020-09-10,1936,6830,82249
MO,2020-09-10,1691,,97591
MP,2020-09-10,2,4,59
MS,2020-09-10,2656,5410,88322
MT,2020-09-10,123,512,8663
NC,2020-09-10,2990,,180754
ND,2020-09-10,163,624,14413
NE,2020-09-10,421,2108,36917
NH,2020-09-10,434,719,7573
NJ,2020-09-10,16008,22888,199331
NM,2020-09-10,816,3238,26429
NV,2020-09-10,1429,,72546
NY,2020-09-10,25377,,441911
OH,2020-09-10,4354,14164,134086
OK,2020-09-10,876,5318,66700
OR,2020-09-10,494,2215,28471
PA,2020-09-10,7820,,141877
PR,2020-09-10,512,,17248
RI,2020-09-10,1067,2611,22782
SC,2020-09-10,2975,8295,126592
SD,2020-09-10,177,1120,15834
TN,2020-09-10,1988,7549,168237
TX,2020-09-10,13853,,649809
UT,2020-09-10,430,3273,56019
VA,2020-09-10,2708,10085,130525
VI,2020-09-10,18,,1197
VT,2020-09-10,58,,1660
WA,2020-09-10,1985,6993,80599
WI,2020-09-10,1201,6222,90182
WV,2020-09-10,257,,12017
WY,2020-09-10,42,224,4199
AK,2020-09-09,42,268,5908
AL,2020-09-09,2285,15339,134417
AR,2020-09-09,928,4574,67255
AS,2020-09-09,0,,0
AZ,2020-09-09,5251,21593,206541
CA,2020-09-09,13841,,739527
CO,2020-09-09,1977,7173,59920
CT,2020-09-09,4474,11275,53871
DC,2020-09-09,615,,14387
DE,2020-09-09,609,,18308
FL,2020-09-09,12269,40985,644781
GA,2020-09-09,6128,25845,287287
GU,2020-09-09,21,,1758
HI,2020-09-09,88,599,10156
IA,2020-09-09,1194,,69503
ID,2020-09-09,389,1502,33981
IL,2020-09-09,8433,,255618
IN,2020-09-09,3397,11528,101485
KS,2020-09-09,495,2470,47410
KY,2020-09-09,1013,4777,53977
LA,2020-09-09,5140,,155890
MA,2020-09-09,9146,12387,123143
MD,2020-09-09,3816,14672,113575
ME,2020-09-09,134,429,4734
MI,2020-09-09,6887,,119863
MN,2020-09-09,1921,6792,81868
MO,2020-09-09,1673,,96475
MP,2020-09-09,2,4,59
MS,2020-09-09,2623,5410,87805
MT,2020-09-09,122,509,8468
NC,2020-09-09,2958,,179532
ND,2020-09-09,160,611,14078
NE,2020-09-09,406,2089,36477
NH,2020-09-09,433,719,7517
NJ,2020-09-09,16003,22854,198841
NM,2020-09-09,813,3219,26268
NV,2020-09-09,1412,,72258
NY,2020-09-09,25370,,441154
OH,2020-09-09,4324,14083,132965
OK,2020-09-09,863,5253,65929
OR,2020-09-09,486,2206,28355
PA,2020-09-09,7805,,141290
PR,2020-09-09,500,,16789
RI,2020-09-09,1062,2604,22676
SC,2020-09-09,2942,8236,126213
SD,2020-09-09,173,1109,15571
TN,2020-09-09,1931,7444,166587
TX,2020-09-09,13692,,645791
UT,2020-09-09,427,3263,55673
VA,2020-09-09,2697,10008,129289
VI,2020-09-09,18,,1191
VT,2020-09-09,58,,1657
WA,2020-09-09,1978,6966,80035
WI,2020-09-09,1191,6173,88590
WV,2020-09-09,254,,11808
WY,2020-09-09,42,221,4151
AK,2020-09-08,42,265,5843
AL,2020-09-08,2277,15137,133606
AR,2020-09-08,917,4524,66757
AS,2020-09-08,0,,0
AZ,2020-09-08,5221,21522,206045
CA,2020-09-08,13758,,737911
CO,2020-09-08,1973,7161,59674
CT,2020-09-08,4474,11275,53782
DC,2020-09-08,611,,14362
DE,2020-09-08,609,,18308
FL,2020-09-08,12067,40661,642775
GA,2020-09-08,6070,25589,285350
GU,2020-09-08,19,,1713
HI,2020-09-08,86,598,9959
IA,2020-09-08,1180,,69139
ID,2020-09-08,385,1468,33741
IL,2020-09-08,8405,,254281
IN,2020-09-08,3380,11467,100780
KS,2020-09-08,485,2441,46914
KY,2020-09-08,997,4730,53319
LA,2020-09-08,5118,,154329
MA,2020-09-08,9141,12368,122962
MD,2020-09-08,3807,14636,113239
ME,2020-09-08,134,429,4713
MI,2020-09-08,6811,,118902
MN,2020-09-08,1914,6760,81608
MO,2020-09-08,1661,,95113
MP,2020-09-08,2,4,59
MS,2020-09-08,2585,5410,87379
MT,2020-09-08,119,502,8381
NC,2020-09-08,2909,,178635
ND,2020-09-08,160,604,13842
NE,2020-09-08,404,2079,35975
NH,2020-09-08,433,718,7494
NJ,2020-09-08,15995,22812,198450
NM,2020-09-08,807,3202,26181
NV,2020-09-08,1393,,72104
NY,2020-09-08,25367,,440578
OH,2020-09-08,4298,13967,131992
OK,2020-09-08,854,5137,65053
OR,2020-09-08,482,2161,28190
PA,2020-09-08,7791,,140359
PR,2020-09-08,482,,16788
RI,2020-09-08,1059,2589,22592
SC,2020-09-08,2912,8182,125908
SD,2020-09-08,173,1094,15403
TN,2020-09-08,1896,7355,165754
TX,2020-09-08,13553,,641791
UT,2020-09-08,424,3242,55359
VA,2020-09-08,2686,9932,128407
VI,2020-09-08,18,,1191
VT,2020-09-08,58,,1652
WA,2020-09-08,1953,6913,79816
WI,2020-09-08,1176,6118,87677
WV,2020-09-08,250,,11661
WY,2020-09-08,42,219,4103
AK,2020-09-07,42,260,5810
AL,2020-09-07,2276,14914,132973
AR,2020-09-07,908,4486,66280
AS,2020-09-07,0,,0
AZ,2020-09-07,5219,21525,205964
CA,2020-09-07,13726,,735235
CO,2020-09-07,1973,7142,59487
CT,2020-09-07,4468,11275,53365
DC,2020-09-07,611,,14315
DE,2020-09-07,609,,18249
FL,2020-09-07,12023,40547,640978
GA,2020-09-07,6044,25538,283807
GU,2020-09-07,18,,1671
HI,2020-09-07,85,597,9855
IA,2020-09-07,1168,,68684
ID,2020-09-07,385,1466,33667
IL,2020-09-07,8398,,252889
IN,2020-09-07,3368,11410,100394
KS,2020-09-07,485,2441,46914
KY,2020-09-07,996,4728,53064
LA,2020-09-07,5105,,154073
MA,2020-09-07,9133,12357,122791
MD,2020-09-07,3804,14603,112883
ME,2020-09-07,134,427,4701
MI,2020-09-07,6810,,118403
MN,2020-09-07,1912,6743,81225
MO,2020-09-07,1659,,94340
MP,2020-09-07,2,4,58
MS,2020-09-07,2585,5326,87130
MT,2020-09-07,118,498,8316
NC,2020-09-07,2897,,177919
ND,2020-09-07,160,602,13768
NE,2020-09-07,404,2068,35886
NH,2020-09-07,433,718,7476
NJ,2020-09-07,15990,22802,198142
NM,2020-09-07,807,3195,26144
NV,2020-09-07,1393,,71967
NY,2020-09-07,25361,,440021
OH,2020-09-07,4276,13887,131336
OK,2020-09-07,853,5113,64220
OR,2020-09-07,481,2161,28044
PA,2020-09-07,7780,,139863
PR,2020-09-07,477,,16692
RI,2020-09-07,1059,2589,22572
SC,2020-09-07,2907,8171,125607
SD,2020-09-07,173,1084,15300
TN,2020-09-07,1869,7312,165109
TX,2020-09-07,13492,,640370
UT,2020-09-07,423,3225,55033
VA,2020-09-07,2684,9902,127571
VI,2020-09-07,17,,1190
VT,2020-09-07,58,,1650
WA,2020-09-07,1953,6860,79653
WI,2020-09-07,1176,6089,86928
WV,2020-09-07,247,,11575
WY,2020-09-07,42,219,4032
AK,2020-09-06,42,256,5776
AL,2020-09-06,2276,14914,132314
AR,2020-09-06,894,4462,65226
AS,2020-09-06,0,,0
AZ,2020-09-06,5221,21527,205766
CA,2020-09-06,13709,,732144
CO,2020-09-06,1972,7138,59274
CT,2020-09-06,4468,11275,53365
DC,2020-09-06,611,,14279
DE,2020-09-06,609,,18043
FL,2020-09-06,12001,40487,639166
GA,2020-09-06,6037,25523,283199
GU,2020-09-06,16,,1671
HI,2020-09-06,84,592,9693
IA,2020-09-06,1165,,68291
ID,2020-09-06,384,1466,33477
IL,2020-09-06,8390,,251508
IN,2020-09-06,3364,11365,99804
KS,2020-09-06,481,2415,45220
KY,2020-09-06,996,4713,52774
LA,2020-09-06,5093,,153764
MA,2020-09-06,9125,12350,122562
MD,2020-09-06,3799,14573,112119
ME,2020-09-06,134,424,4682
MI,2020-09-06,6806,,117191
MN,2020-09-06,1909,6719,80587
MO,2020-09-06,1658,,93434
MP,2020-09-06,2,4,58
MS,2020-09-06,2584,5326,86888
MT,2020-09-06,117,486,8264
NC,2020-09-06,2890,,176901
ND,2020-09-06,160,598,13599
NE,2020-09-06,404,2065,35805
NH,2020-09-06,433,718,7447
NJ,2020-09-06,15988,22796,197782
NM,2020-09-06,803,3186,26107
NV,2020-09-06,1389,,71610
NY,2020-09-06,25359,,439501
OH,2020-09-06,4259,13841,130558
OK,2020-09-06,853,5105,63607
OR,2020-09-06,480,2161,27856
PA,2020-09-06,7760,,139316
PR,2020-09-06,477,,16269
RI,2020-09-06,1058,2587,22519
SC,2020-09-06,2887,8144,124952
SD,2020-09-06,173,1079,15109
TN,2020-09-06,1865,7296,164126
TX,2020-09-06,13472,,638310
UT,2020-09-06,422,3207,54660
VA,2020-09-06,2678,9881,126926
VI,2020-09-06,17,,1181
VT,2020-09-06,58,,1646
WA,2020-09-06,1953,6842,79349
WI,2020-09-06,1176,6070,86353
WV,2020-09-06,246,,11412
WY,2020-09-06,42,219,4032
AK,2020-09-05,42,256,5681
AL,2020-09-05,2275,14914,131803
AR,2020-09-05,882,4456,65226
AS,2020-09-05,0,,0
AZ,2020-09-05,5207,21520,205516
CA,2020-09-05,13643,,727239
CO,2020-09-05,1971,7134,58989
CT,2020-09-05,4468,11275,53365
DC,2020-09-05,611,,14238
DE,2020-09-05,608,,17892
FL,2020-09-05,11963,40373,636653
GA,2020-09-05,5977,25501,281548
GU,2020-09-05,15,,1671
HI,2020-09-05,81,583,9473
IA,2020-09-05,1161,,67642
ID,2020-09-05,382,1461,33196
IL,2020-09-05,8385,,250105
IN,2020-09-05,3362,11318,98961
KS,2020-09-05,481,2415,45220
KY,2020-09-05,993,4713,52464
LA,2020-09-05,5035,,152369
MA,2020-09-05,9116,12347,122196
MD,2020-09-05,3796,14516,111607
ME,2020-09-05,134,424,4667
MI,2020-09-05,6806,,117191
MN,2020-09-05,1903,6676,79880
MO,2020-09-05,1639,,92202
MP,2020-09-05,2,4,58
MS,2020-09-05,2569,5326,86478
MT,2020-09-05,116,477,8164
NC,2020-09-05,2889,,175815
ND,2020-09-05,159,596,13301
NE,2020-09-05,404,2060,35661
NH,2020-09-05,432,717,7424
NJ,2020-09-05,15984,22790,197431
NM,2020-09-05,800,3171,26048
NV,2020-09-05,1388,,71102
NY,2020-09-05,25350,,438772
OH,2020-09-05,4256,13808,129785
OK,2020-09-05,850,5105,63187
OR,2020-09-05,475,2161,27601
PA,2020-09-05,7760,,138625
PR,2020-09-05,464,,16243
RI,2020-09-05,1058,2581,22484
SC,2020-09-05,2877,8133,124289
SD,2020-09-05,173,1068,14889
TN,2020-09-05,1862,7276,162362
TX,2020-09-05,13408,,635315
UT,2020-09-05,420,3188,54272
VA,2020-09-05,2677,9849,125727
VI,2020-09-05,16,,1167
VT,2020-09-05,58,,1645
WA,2020-09-05,1953,6848,78842
WI,2020-09-05,1176,6048,85463
WV,2020-09-05,243,,11289
WY,2020-09-05,42,223,4006
AK,2020-09-04,40,252,5594
AL,2020-09-04,2266,14801,130393
AR,2020-09-04,873,4422,64678
AS,2020-09-04,0,,0
AZ,2020-09-04,5171,21498,204681
CA,2020-09-04,13490,,722283
CO,2020-09-04,1966,7125,58655
CT,2020-09-04,4468,11275,53365
DC,2020-09-04,611,,14186
DE,2020-09-04,606,,17752
FL,2020-09-04,11903,40127,633060
GA,2020-09-04,5931,25402,279354
GU,2020-09-04,14,,1619
HI,2020-09-04,79,573,9202
IA,2020-09-04,1141,,66614
ID,2020-09-04,372,1442,32927
IL,2020-09-04,8362,,247299
IN,2020-09-04,3350,11265,97884
KS,2020-09-04,481,2415,45220
KY,2020-09-04,987,4699,51677
LA,2020-09-04,5035,,152369
MA,2020-09-04,9100,12335,121758
MD,2020-09-04,3789,14473,110831
ME,2020-09-04,134,423,4632
MI,2020-09-04,6798,,116295
MN,2020-09-04,1899,6635,78966
MO,2020-09-04,1562,,90215
MP,2020-09-04,2,4,57
MS,2020-09-04,2558,5326,85939
MT,2020-09-04,114,474,8019
NC,2020-09-04,2839,,174254
ND,2020-09-04,154,590,12946
NE,2020-09-04,404,2033,35469
NH,2020-09-04,432,716,7368
NJ,2020-09-04,15977,22770,197047
NM,2020-09-04,794,3171,25902
NV,2020-09-04,1375,,70712
NY,2020-09-04,25348,,437971
OH,2020-09-04,4248,13731,128444
OK,2020-09-04,846,5061,62040
OR,2020-09-04,470,2175,27336
PA,2020-09-04,7742,,137662
PR,2020-09-04,455,,16101
RI,2020-09-04,1055,2559,22243
SC,2020-09-04,2846,8073,123325
SD,2020-09-04,170,1062,14596
TN,2020-09-04,1837,7206,160597
TX,2020-09-04,13231,,630829
UT,2020-09-04,419,3172,53839
VA,2020-09-04,2662,9798,124779
VI,2020-09-04,16,,1150
VT,2020-09-04,58,,1640
WA,2020-09-04,1945,6834,78315
WI,2020-09-04,1161,5998,84464
WV,2020-09-04,243,,11037
WY,2020-09-04,42,223,3989
AK,2020-09-03,40,252,5475
AL,2020-09-03,2233,14801,129285
AR,2020-09-03,861,4386,63504
AS,2020-09-03,0,,0
AZ,2020-09-03,5130,21474,203953
CA,2020-09-03,13327,,717177
CO,2020-09-03,1955,7104,58287
CT,2020-09-03,4468,11275,53209
DC,2020-09-03,609,,14135
DE,2020-09-03,606,,17653
FL,2020-09-03,11800,39884,629913
GA,2020-09-03,5868,25259,277288
GU,2020-09-03,13,,1560
HI,2020-09-03,75,552,8991
IA,2020-09-03,1135,,65523
ID,2020-09-03,372,1435,32664
IL,2020-09-03,8324,,241705
IN,2020-09-03,3332,11196,96854
KS,2020-09-03,458,2361,43940
KY,2020-09-03,976,4684,50885
LA,2020-09-03,5021,,151547
MA,2020-09-03,9077,12325,121546
MD,2020-09-03,3778,14427,110012
ME,2020-09-03,133,424,4617
MI,2020-09-03,6791,,115242
MN,2020-09-03,1889,6592,78123
MO,2020-09-03,1545,,88610
MP,2020-09-03,2,4,57
MS,2020-09-03,2536,5326,85116
MT,2020-09-03,111,472,7871
NC,2020-09-03,2803,,172209
ND,2020-09-03,154,583,12606
NE,2020-09-03,399,2027,34995
NH,2020-09-03,432,715,7347
NJ,2020-09-03,15970,22738,196554
NM,2020-09-03,791,3169,25812
NV,2020-09-03,1363,,70223
NY,2020-09-03,25343,,437107
OH,2020-09-03,4226,13663,127112
OK,2020-09-03,835,5013,61027
OR,2020-09-03,468,2167,27075
PA,2020-09-03,7732,,136771
PR,2020-09-03,448,,16069
RI,2020-09-03,1055,2540,22143
SC,2020-09-03,2807,8006,121696
SD,2020-09-03,169,1052,14337
TN,2020-09-03,1815,7125,159546
TX,2020-09-03,13091,,625347
UT,2020-09-03,414,3153,53326
VA,2020-09-03,2652,9741,123668
VI,2020-09-03,15,,1144
VT,2020-09-03,58,,1630
WA,2020-09-03,1935,6795,77787
WI,2020-09-03,1154,5946,82922
WV,2020-09-03,237,,10845
WY,2020-09-03,41,223,3939
AK,2020-09-02,39,247,5387
AL,2020-09-02,2217,14753,128239
AR,2020-09-02,841,4341,62112
AS,2020-09-02,0,,0
AZ,2020-09-02,5065,21449,202861
CA,2020-09-02,13163,,712052
CO,2020-09-02,1952,7090,58019
CT,2020-09-02,4467,11180,53108
DC,2020-09-02,608,,14077
DE,2020-09-02,606,,17549
FL,2020-09-02,11651,39611,626426
GA,2020-09-02,5795,25025,274613
GU,2020-09-02,13,,1494
HI,2020-09-02,74,532,8653
IA,2020-09-02,1126,,64645
ID,2020-09-02,368,1394,32368
IL,2020-09-02,8300,,240345
IN,2020-09-02,3325,11143,95750
KS,2020-09-02,458,2361,43940
KY,2020-09-02,966,4652,49991
LA,2020-09-02,5004,,150734
MA,2020-09-02,9060,12295,121131
MD,2020-09-02,3766,14351,109319
ME,2020-09-02,133,423,4567
MI,2020-09-02,6781,,114468
MN,2020-09-02,1882,6566,77085
MO,2020-09-02,1542,,87213
MP,2020-09-02,2,4,57
MS,2020-09-02,2526,5326,84365
MT,2020-09-02,109,461,7691
NC,2020-09-02,2779,,170553
ND,2020-09-02,152,575,12247
NE,2020-09-02,399,2014,34574
NH,2020-09-02,432,715,7309
NJ,2020-09-02,15963,22707,196133
NM,2020-09-02,790,3159,25612
NV,2020-09-02,1336,,69872
NY,2020-09-02,25336,,436218
OH,2020-09-02,4176,13574,125767
OK,2020-09-02,821,4961,60118
OR,2020-09-02,465,2162,26946
PA,2020-09-02,7712,,135611
PR,2020-09-02,443,,15942
RI,2020-09-02,1051,2542,22078
SC,2020-09-02,2794,7948,120503
SD,2020-09-02,169,1043,14003
TN,2020-09-02,1797,7061,157831
TX,2020-09-02,12870,,621667
UT,2020-09-02,410,3134,52822
VA,2020-09-02,2641,9678,122542
VI,2020-09-02,15,,1143
VT,2020-09-02,58,,1625
WA,2020-09-02,1931,6787,77238
WI,2020-09-02,1150,5916,82182
WV,2020-09-02,230,,10642
WY,2020-09-02,41,221,3911
AK,2020-09-01,39,246,5321
AL,2020-09-01,2200,14538,127616
AR,2020-09-01,814,4306,61497
AS,2020-09-01,0,,0
AZ,2020-09-01,5044,21405,202342
CA,2020-09-01,13018,,707797
CO,2020-09-01,1946,7053,57775
CT,2020-09-01,4466,11180,53006
DC,2020-09-01,607,,14049
DE,2020-09-01,605,,17535
FL,2020-09-01,11521,39311,624116
GA,2020-09-01,5733,24847,272697
GU,2020-09-01,13,,1447
HI,2020-09-01,70,508,8472
IA,2020-09-01,1123,,63919
ID,2020-09-01,361,1394,32088
IL,2020-09-01,8273,,238217
IN,2020-09-01,3312,11094,94891
KS,2020-09-01,446,2304,42612
KY,2020-09-01,948,4616,49185
LA,2020-09-01,4984,,149583
MA,2020-09-01,9064,12386,128888
MD,2020-09-01,3761,14337,108863
ME,2020-09-01,132,421,4548
MI,2020-09-01,6767,,113820
MN,2020-09-01,1872,6520,76355
MO,2020-09-01,1538,,85755
MP,2020-09-01,2,4,57
MS,2020-09-01,2493,5326,83584
MT,2020-09-01,105,447,7509
NC,2020-09-01,2741,,169424
ND,2020-09-01,149,564,11982
NE,2020-09-01,397,2006,34287
NH,2020-09-01,432,715,7297
NJ,2020-09-01,15952,22667,195785
NM,2020-09-01,787,3151,25460
NV,2020-09-01,1313,,69633
NY,2020-09-01,25331,,435510
OH,2020-09-01,4165,13479,124610
OK,2020-09-01,809,4903,59399
OR,2020-09-01,459,2149,26713
PA,2020-09-01,7691,,134795
PR,2020-09-01,435,,15584
RI,2020-09-01,1050,2528,22002
SC,2020-09-01,2757,7870,119846
SD,2020-09-01,167,1036,13749
TN,2020-09-01,1781,6978,156329
TX,2020-09-01,12681,,617333
